"TMLE3T2","TMLE3S1","TMLE3S2"
2.84932875577812,2.75173497890159,2.80193801006653
2.97977965874387,2.91325135353799,2.96203496018365
3.03932730303991,3.02888831523999,3.06998864654262
3.12535892047271,3.13273786404028,3.14399836686245
3.0733926595548,3.13375069283328,3.14376225370739
3.03884729512517,3.10673027652279,3.04124774527207
3.02953531751474,3.09297548199234,3.09558035375979
2.96572061567627,2.96460338304203,2.97141799676711
3.07777748519815,3.15048852698721,3.07581297326464
3.06420308105704,2.98733241135027,3.00612145166007
2.99004963346322,3.01087388391489,3.01914382111798
2.9073315616823,2.84140756618731,2.93801117089379
3.04846110675282,3.09220943755268,3.08078025436777
3.08654222925879,3.1656797830105,3.13905355146037
2.89515108260767,2.92108839249802,2.92869869153026
2.95084492207157,3.04569228868035,2.93838474674003
2.8115359568618,2.70253255298835,2.75221932527563
2.98320204398921,2.9381493167164,2.99690930213934
3.08627502568864,3.13698074063815,3.13585813874211
2.93872678063653,2.8812384133789,2.90602916645082
3.01368116604485,3.0019886762008,2.98998510293317
3.09764785110235,3.06671238134014,3.09329888841998
3.1107095804907,3.19369692017686,3.13568664460933
2.969881606415,3.05244749077845,2.99066672810362
2.94027390661852,2.7419854913684,2.77993727072737
3.10446772907755,3.15349618711173,3.09273552556475
3.06245852950754,3.00320341735976,3.04524135653657
3.09691424282473,3.0357238401028,3.09089779585628
3.0362368409624,3.08389103622028,3.0261766007637
2.97243191962777,2.92091757369902,2.96771865594228
3.05636147701567,3.05536328943884,3.07862849099906
2.98572701857972,2.93349776617957,2.9443184865357
3.00805335036738,2.95185371394942,2.97169929917786
3.17054212414563,3.12539036558609,3.09846835826408
2.91234093400565,2.94537145388365,2.95969546593137
2.96173531930639,2.83021869167901,2.93632770371155
3.08841888920078,3.136638649918,3.09639317127829
2.82082680776398,2.80000806803934,2.82658532345756
3.11898924627258,3.1527476973113,3.15678382063232
3.06765762835164,3.08979977284995,3.07572763078482
2.96883867844673,2.95585562489072,3.00201939728364
2.98805025302662,2.96285477064042,3.00999522753264
2.75034300036137,2.74091268457778,2.74098071700828
3.03130220565486,3.10982753314685,3.02305963271329
2.91764617439737,2.87802565407318,2.93280102858677
3.02011319356324,3.1066818962585,3.0524037221077
3.17085514750642,3.20432711906411,3.17175144206224
2.96890411852817,2.98917611691088,2.95130946582175
2.97032885759577,2.96095401183927,2.99652039601179
3.02581956286403,3.06628655955429,3.08518464308672
3.1191980117931,3.16973090138197,3.18971619113663
2.96342104356456,2.94358232036875,3.029744525819
3.0309837532218,3.01911107464495,3.02784620437145
2.9521831198533,2.95147746708335,2.9610673526042
2.89878754275344,2.94577653970323,2.87305073644231
2.99752152346437,2.98723442070017,2.98750458839443
2.94713310715383,2.92078090024471,2.99287974066234
3.05941777802078,3.0710901409698,3.03787163203471
2.88216563614906,2.79525438570979,2.85487123540888
2.97643362241207,3.10087255866509,3.04969071183599
2.98319034363105,3.05097771249477,3.00072860864931
2.9856645504296,3.0975577116954,2.99627274041743
2.89125824061569,2.90446827394135,2.87787628812283
3.01117980357892,2.9671685499991,2.93970676567804
2.86294753658179,2.83877818648402,2.80040629161381
3.02277930580643,2.96447668392046,3.02124612048902
2.91602160042048,2.98095125801394,2.97833454685863
2.99769442420911,3.07232691199473,3.00418287175517
2.91218654744572,2.68328647385428,2.7125827551746
2.99565681871662,2.88435405528573,2.95084342737008
3.03091884389236,2.94872833970521,3.03904882737169
2.9922837192019,2.96887261782815,2.97430027599996
2.89677695247307,2.95926636594195,2.98771718733849
2.75699642330804,2.80855779139759,2.75828787386222
2.85853489548576,2.84120617791337,2.84608614778391
3.132181993018,3.10821350216267,3.11368710737808
2.86256817085477,2.90554000947799,2.93865476582165
3.03781409423344,2.99337734947407,3.02180282491175
3.17362033813262,3.20551178352489,3.15668562775047
3.11560423476765,3.09876540560236,3.12165793044475
2.92763946043209,2.9405043977433,2.92723163867808
2.94422268197566,2.87023956908603,2.93497066682945
2.87365100565673,2.88384654830245,2.9348695356894
2.96864167560734,3.03207033374368,3.04515474552556
2.8987569125956,2.88413922856307,2.95341664139604
2.86474883547892,2.80820295405443,2.87065831507836
3.09045150963952,3.16390006680991,3.18660423095925
2.93515165484246,2.86745788584272,2.93625695048157
3.06400535292298,3.05969529697906,3.09528580223304
3.11499088148534,3.11299503492552,3.07242660886265
3.01439326229296,3.06412591500656,3.07039201147961
2.92206453736142,2.89856269357689,2.93622168680803
3.05354529372444,3.18568831559257,3.1350680333271
3.04662934151549,3.06417828228923,3.09607207709564
3.01356893783764,3.05785932177495,3.03806861651129
2.92637780510263,2.92955590390555,2.95185505660244
3.13887724788997,3.26589793011243,3.18573236516694
3.0204074379674,2.97519732126591,3.04701677887973
3.00553464812128,3.08592370834394,3.09320878158831
3.17041013885085,3.12088549969985,3.15076981207006
3.07413186031113,3.122318849031,3.03612876844252
2.94178737837085,2.99912613370875,3.00469087150386
2.97235556977387,2.90623081834879,2.91619521156034
2.9404870972417,2.90202150677009,2.96624180722594
2.92350626226363,2.77588729663014,2.94688898839085
3.0979573614321,3.21508587669955,3.08966927878999
3.10471240870994,2.97981375349648,2.97479193460883
3.017126408739,3.01511251897087,3.03272489136292
3.05427683462037,3.06384206846265,3.0291727115545
3.19825723276646,3.24896770677325,3.226956422372
2.98963795326843,3.04207246755899,3.07037019986256
2.87268563371358,2.84128874721938,2.92531491786366
3.06952924078827,3.13154023458837,3.10268988098886
3.04881171687989,2.98500242124081,3.01598985068561
2.92635368263842,2.93708827764226,2.95285100053449
3.07981555192479,2.99537363926263,3.04204669167987
3.0651218980626,3.15341800511064,3.06499408900401
2.96579745222505,2.97266583042597,3.00644710631836
2.89927886396596,2.86406410012347,2.85539181549155
3.15038761609245,3.09420242597034,3.12248239260712
2.94279603678029,3.03377716756707,2.96020435735709
3.05225900022792,3.1200104761387,3.07969406547526
2.90920847541675,2.87849928131776,2.94008076986075
