"Naive","trueIPTW","trueIPSW","trueIPTSvyW","trueIPW","trueTMLE2","trueTMLE3"
0.0257650075616319,0.0521028933680187,0.0393707066857415,0.0852949662754987,0.132115401304827,0.0203317760867971,0.0105775942963219
0.0267008503900953,0.0420907872505686,0.034752491360687,0.0946416406812915,0.100460130276199,0.0142531569296402,0.00906406011384795
0.0270569357347171,0.0829044928894243,0.0349003094707299,0.121355827616775,0.103252549111038,0.017412112090366,0.0109114614774608
0.0252781010413963,0.103841435508023,0.0404522390588291,0.248523680733398,0.221124006720661,0.0120091373645004,0.00955963602756455
0.0252003688648035,0.0369785982932994,0.0428144185532759,0.098426717431197,0.147698886131039,0.0191623392870773,0.00954447669656362
0.0268685642637355,0.0440337371606906,0.0395784576983361,0.121578021483719,0.0987578737956323,0.0108648282478213,0.0098692392851495
0.0260094319814103,0.0733162176092786,0.0427004169993507,0.135854070908926,0.144349918111453,0.0186660152417392,0.0113385902317423
0.0261763432723928,0.0904243034381874,0.0365982364545522,0.147398284676058,0.123416815926596,0.0102460461368493,0.00829960951789034
0.0263557252165553,0.0534677155375608,0.0373833898551739,0.0625336191090032,0.0594126928330345,0.018226841773267,0.0105616106825143
0.0257497095961041,0.082034446501308,0.0416379041321372,0.136392822635087,0.0984286043509212,0.013158100617521,0.00997947228625694
0.0263317774893766,0.046677068746203,0.058077581661212,0.152437662791032,0.332845649675487,0.0149450498363152,0.0096704364638342
0.0271458899047422,0.780390678205829,0.0380886428799737,2.02056215157173,0.700391475510127,0.0141879802787841,0.0101853547658999
0.0262774478928653,0.0558447633155202,0.0400803385104729,0.133815151623467,0.0982896090472778,0.0141754739914991,0.0091277203998757
0.0264731674451563,0.0399083706135904,0.0351258558637181,0.090045273167246,0.076868188594157,0.0120236041388907,0.00874080733071027
0.0253149836889757,0.0367768130058057,0.0329617722345803,0.0702572629415282,0.0692514493276768,0.0133389582027143,0.00955794552637454
0.0274382588761609,0.0411785189054095,0.0356569262959732,0.0780267881345899,0.0550116890901893,0.0156911469278304,0.0098171470743242
0.0259339149232708,0.0859936544161883,0.0392531096494601,0.209358615960902,0.150357131285174,0.0121891115810404,0.00819214020219314
0.0264423627412818,0.545307710386568,0.0482054174049724,1.47633426703684,0.49049048714126,0.0127552629197488,0.0091781251289263
0.0256212312610045,0.039717718615947,0.0300516459096279,0.0589907695294689,0.0874829614086335,0.01295466764635,0.00922905176133908
0.0262802508280914,0.0423402383429152,0.035416186418651,0.0843583589586469,0.0783269345460685,0.0104726754690412,0.00860897212955968
0.0250016346306678,0.0475472963511411,0.0352042433693018,0.065505644595431,0.0722379107330912,0.0115462259304094,0.00896864957968313
0.0259111832392615,0.918857586450968,0.0300598682204322,2.37697065258618,0.753810175220995,0.0112914011517269,0.00948110807875248
0.0254904505832119,0.0330457811672544,0.0288370295190651,0.0682283975509969,0.0660832324205434,0.0198177061145772,0.0111550642344232
0.025333625751953,0.0484546481649039,0.0310773993905808,0.109998911553687,0.0623056124410287,0.0146454230770841,0.0109850227807301
0.0250887747955678,0.0379829311841568,0.0771218276926959,0.450155242659542,0.495059400989441,0.0154854250190832,0.00981182995250245
0.0270291708556115,0.0876458080758921,0.0366726585112053,0.170964219728794,0.0906698203281777,0.00861789747481895,0.00674047084785381
0.0264311156029706,0.0470030518408517,0.0364410234886887,0.078099477310161,0.0679303874029515,0.0121813895136472,0.00841617648755503
0.0254721927490692,0.0403379811384709,0.0358925423449187,0.0758119318075966,0.0703335241901221,0.0165233262468675,0.00987559058734113
0.0262035705654161,0.0811348536919023,0.032219327861908,0.0846724945146866,0.0795379548923193,0.0114981127222381,0.0091008791306291
0.0269688806951209,0.0442079403758025,0.0391839762079977,0.14135622928626,0.136679273827658,0.0141375809357606,0.0099244083226421
0.024627670048396,0.0609263230066935,0.0399898763091882,0.0918002611928658,0.0746089520708183,0.0111360999956908,0.00880822301831202
0.0257178906689514,0.0327952003096299,0.0406575024043811,0.188093306025857,0.113511909296208,0.0162045412094728,0.00998867173091289
0.0259014405849622,0.0302254003832863,0.0363751146788851,0.0737990483807111,0.0995830016078059,0.0119879908740285,0.00992553060067339
0.0252758338628931,0.060221066369254,0.0335633494620472,0.129543239656458,0.0783022027806354,0.0140136525682874,0.0098347155612186
0.0251023113218471,0.052205741620225,0.0514592507726992,0.168591685426566,0.285347075948555,0.0107275862975718,0.00923239326232215
0.0265677763266691,0.600754307236476,0.0449910830808297,1.63574875978867,0.728484112676436,0.0170077415633141,0.00920689255272402
0.024437377962906,0.0349615997740791,0.0309370707687907,0.0626622166413833,0.0612823215608974,0.0171756596740112,0.00953664886052995
0.0264529668384171,0.0595426950742093,0.0368333959089437,0.118126284632246,0.124689887836697,0.0112466906004323,0.0102684956777138
0.0254089503120742,0.0784418011556511,0.0445705585868233,0.0996427346998593,0.143056261830275,0.014851444036952,0.00936402216000983
0.025814410456524,0.087148011765531,0.0312667428040942,0.127206367231826,0.106288577963901,0.0113291490072065,0.00896281248428663
0.0259638271119343,0.0410639403037549,0.0335341826737174,0.0827759862573491,0.106368176008668,0.0130713789934262,0.0087819213665865
0.0264721946000822,0.0332020465031683,0.0346726013750139,0.0755446073876695,0.0730431747251893,0.0104740646181512,0.00835867351031083
0.0261017894380952,0.0412825043541918,0.0386262961294425,0.124675332437509,0.099689327320076,0.0129387380764587,0.00839759855173631
0.0253725194046746,0.128833775296885,0.0313402035167775,0.261292326480409,0.138019231742063,0.0129610334784291,0.00972207819185299
0.027319880812719,0.0563514453048729,0.035393011083962,0.0753313463910613,0.095862445576834,0.0112656695178608,0.00821524958585559
0.0247271757407541,0.034161844389503,0.033207777044425,0.0686298512673768,0.107309827075498,0.0107727165150045,0.00899830399656723
0.0261814270901008,0.054564161209905,0.0352807393958068,0.108468179789643,0.0850841375818278,0.014859343203923,0.0112497218611744
0.0262661197444049,0.0382162477194941,0.0382025556094116,0.0801638393154528,0.0641790861916445,0.012078268107177,0.00986571780486398
0.0259314936121124,0.0406775826650549,0.0494117926795846,0.109276086097403,0.31043874451866,0.0104219062204564,0.00896744375234249
0.0249319795067843,0.0742952002724589,0.0379137479489915,0.0862059387000475,0.0746954839729019,0.0106425397901252,0.00797753242157304
0.0254323675663674,0.0358274050209364,0.0344981398962255,0.0673906143655102,0.0651694847169971,0.0100189978058004,0.00800555117861243
0.0251303759802835,0.149299156618341,0.0485049837360597,0.205387788722152,0.240235855313573,0.0199145656617077,0.0106300816510718
0.0252649529723673,0.0318964157062275,0.0347624238134112,0.0656028428406998,0.0619813096737153,0.00990401020917922,0.00793226393036132
0.0256382920324835,0.0830391578754767,0.039686244536731,0.135481641344607,0.161120554030194,0.0192083647165869,0.0125472596860991
0.0259046799676843,0.0351364878534023,0.0354233525886292,0.114967631873738,0.0746792321667823,0.0134227914273842,0.00934366171211552
0.0251636009120906,0.0604192846410262,0.0365700797676379,0.131380977344197,0.120270394111054,0.0152130859801214,0.0090440428597245
0.0254079728395928,0.0402014290891185,0.0351331789893147,0.0648098861289442,0.0748374834639625,0.0139556918953458,0.0101256016618201
0.0261286986052638,0.0363881026842757,0.0308040608932474,0.0619491682126505,0.0677992693813363,0.00963922271325344,0.00781039466413127
0.0260550565753978,0.0734603364512478,0.0313894431556366,0.168464504531187,0.101037343416835,0.0135027620926387,0.0093691005784714
0.026496514645845,0.0358829203851067,0.0369853186165995,0.0842215372000674,0.0864681087965157,0.0129023088795549,0.0106272514620117
0.0251335854895501,0.0638235131185641,0.0289635848607268,0.0767771822186863,0.0502158603095186,0.0128582847895478,0.00934885577177187
0.0256865720373294,0.0375646077896565,0.034969128127376,0.0754970443857086,0.0627983100050145,0.0156778687133228,0.00987609448267561
