"Naive","trueIPTW","trueIPSW","trueIPTSvyW","trueIPW","trueTMLE2","trueTMLE3"
6.79341651034342,5.06625365828957,4.74630110577057,3.24949531788441,2.66731894604001,2.79484160692268,2.90616339465894
6.94933179842138,5.21775026784887,4.93541963990374,3.49849777495269,3.04474101983081,2.98296576183925,3.01595351732471
7.01464102513704,5.46726751557567,5.05294973497514,3.54423871887378,3.10898271066646,3.02680257054642,3.03049833678751
6.84138897531511,5.17194623536132,4.84121687797591,3.28827945151197,2.83950759193668,3.14438258310855,3.10894456297667
7.02163312263358,5.52873814509647,4.95055932985805,3.70281488434448,3.2282748942506,3.19472354547411,3.18314636837083
6.73898316459453,5.21762688903562,4.77132876920205,3.30009088602894,3.00622094888085,3.01644301576622,2.97499978455009
6.89046022660452,5.26134122336794,4.98344566939383,3.52265419742479,3.26423232418406,3.08233531446793,3.02435130616202
6.81742972999878,5.11324469788186,4.8654874572354,3.14305640908761,2.87268851404054,2.97405062708411,2.9837382169852
6.89764230033513,5.35207304326329,4.89630543876201,3.53501624707291,3.17096136063844,3.08920586605141,3.08694413370381
7.04402327286031,5.45129595409268,5.08128819946379,3.60609170283287,3.25150855322161,3.05915286215995,3.09482927489315
6.74043122863557,5.30125376903391,4.84311862628856,3.57844464401371,2.80568162694834,2.98430132916992,3.06489070089335
6.91530836972394,5.08292046694271,4.6167865008842,2.92677748706837,2.40846224722139,2.82066577508027,2.97187221753416
6.73739574830323,5.18448228755243,4.96435993636016,3.4419243507513,3.21536156606364,3.04340502092747,3.09755680215963
6.88286403312316,5.14997385968231,5.0367395068138,3.60135765729824,3.26096481012772,3.08671758465065,3.01235455321283
6.95473056099232,5.41027609345596,4.92403367111555,3.6278985724164,3.127074397715,2.89234884336395,2.89430933784717
7.00898929329316,5.19836935124483,5.03978052680799,3.41581033665821,3.11826613186201,3.051012840441,2.99117482014074
6.81137065216136,5.08866264074043,4.62978756292919,3.15553774492449,2.47906547763831,2.71058349926657,2.79813933433068
6.79784061503183,5.02998779488451,4.83327258275343,3.05984108897494,2.91717792277829,3.04490308011229,3.0926961005406
6.81899717617016,5.19468724786981,5.02123749115879,3.48153350615216,3.2076904858818,3.14792260282959,3.12628546823838
6.75773323650482,5.03649350071279,4.79927449640698,3.35649308296335,2.88897511144762,2.91979688559291,2.95225354601952
6.8188865883994,5.27642638438187,4.81650569385346,3.50105101618845,3.209400852344,2.98998697805899,2.953712986471
6.88025883974894,4.95468167794138,5.01930179763982,3.01338451578591,2.92054903757014,3.03871919546501,3.02713796292676
6.86897621382821,5.36555746635991,4.89949732970252,3.54613092265635,3.23750138609265,3.23510717886541,3.15717686716248
6.82972769407314,5.26068908133989,4.95193407121232,3.39862753017926,3.23157593534274,2.92999122981358,2.92781272735284
6.85919087514762,5.3505166850682,4.86430288833138,3.31620722432484,2.8717638000594,2.95213394825594,3.0458002579346
6.97147461445737,5.15625851296265,4.88715199226099,3.07914284778054,2.88178723393546,3.14876379164489,3.12344347362385
