"Naive","trueTMLE3","TMLE3T1"
9.71412703046997,2.78256612027184,2.79213768899872
9.99544225262516,2.9353493200577,2.93103342797661
9.96708727996086,3.05595558278792,3.03584087537267
9.77912035423711,3.13084368106017,3.09492120845365
9.79893441184518,3.1859946300673,3.14441280273298
9.64821018882929,3.07865215561436,3.0765925256858
9.92893707078627,3.10627458725792,3.09417215242246
9.60450597901819,2.97706657918414,2.96038517932853
9.71176115884152,3.11662695182172,3.14203543729584
9.96298886535234,3.03030869506105,3.02688006943438
9.58608397775625,2.93240359757006,2.90687143283504
10.1064876679943,2.84650282206782,2.76739159642243
9.85017592582057,3.0731824057187,3.0911416628631
10.048905227979,3.10078538238168,3.08705575850477
9.92855704108544,2.88342584041686,2.88917675853687
10.095206447655,3.0202093466084,3.1101894824904
9.92579372470358,2.71030174906089,2.6880262507521
9.71729382032255,3.01500950463603,2.96922086145495
9.59175701660885,3.13138075470611,3.07986807624166
9.80550331116362,2.94236671459402,2.89436771769111
9.67589649008653,3.03712352156947,3.06124269062937
9.80478813424135,3.05909185855689,3.04668729533108
9.7800240847965,3.24843198543269,3.24895884248667
9.65818156935033,2.99192148574879,2.99910944437164
9.85582844968123,2.85286634633906,2.86828984882271
9.7031843568506,3.15882209579782,3.16169257133019
9.84078275257835,3.04816194540222,3.02986331335655
9.63908043284103,3.02170295046282,3.01148067404758
9.9297826868289,3.08026417640923,3.10237451069541
9.67942367791004,2.9183356873571,2.8956394425046
9.70987624325561,3.04914393667184,3.03604042896271
9.57635443635564,3.02912810850961,3.06715376189334
9.56306620852805,3.01207124893982,3.00692824399168
9.78959053411227,3.17833342188759,3.20467099448506
9.50980371972014,2.95432683127299,2.92901517880649
9.53335520137109,2.8777492492479,2.93794870091919
9.47157993503279,3.1305767163514,3.11768720989196
9.8148293590111,2.83736771991239,2.82115058675253
9.92090082212701,3.12454952519109,3.14982170670147
9.86598979116975,3.11541718360606,3.10855682873456
9.70844582986075,2.89935454885259,2.83999374823098
9.79496449793847,2.96713386872238,2.95544869560746
9.72570252815513,2.79262503578753,2.84963894343178
10.1515315127063,3.09951623405742,3.1316878574532
9.61410813257527,2.84258442015054,2.82924229201453
