"Naive","trueTMLE3","TMLE3T1"
0.0257650075616319,0.0199819992530482,0.0239837794935518
0.0267008503900953,0.0148145660482583,0.0157139252818989
0.0270569357347171,0.0185238684324429,0.0210942532622702
0.0252781010413963,0.012883960306201,0.0125601110884187
0.0252003688648035,0.019446805314003,0.0261082793326845
0.0268685642637355,0.0114108775321425,0.0119136007034614
0.0260094319814103,0.0201967072516735,0.0259015728549122
0.0261763432723928,0.0103555794858194,0.0102310233176058
0.0263557252165553,0.0196555400350887,0.0268661534094899
0.0257497095961041,0.0141181759649359,0.0160524139396209
0.0263317774893766,0.0153836450950758,0.0160834658848065
0.0271458899047422,0.0131619974629006,0.0159154135454207
0.0262774478928653,0.0165132156087807,0.0248449651485291
0.0264731674451563,0.0143275091684535,0.016527800783908
0.0253149836889757,0.0147979520356482,0.0172417997169038
0.0274382588761609,0.0171007834939548,0.0220209426942653
0.0259339149232708,0.012193312548276,0.0132615030055592
0.0264423627412818,0.0142539532649182,0.0170090035098339
0.0256212312610045,0.014873103922462,0.0149401529746981
0.0262802508280914,0.0111080491916032,0.0104524740883567
0.0250016346306678,0.0127155316602896,0.0154071741191086
0.0259111832392615,0.0117262270649639,0.012572624999987
0.0254904505832119,0.0204189310941732,0.0247019302255943
0.025333625751953,0.0192378270876712,0.028756582539331
0.0250887747955678,0.0237688317609241,0.0281471297208916
0.0270291708556115,0.00893007301934595,0.00986740770146732
0.0264311156029706,0.0141479621649076,0.0177594867504956
0.0254721927490692,0.017982455257473,0.0229237413322509
0.0262035705654161,0.0118466501273745,0.0128889836557716
0.0269688806951209,0.015166432420465,0.0175258373112902
0.024627670048396,0.0121237486262108,0.0128991450817963
0.0257178906689514,0.0176218425254324,0.0205744516282357
0.0259014405849622,0.0137702875775389,0.0165359065078463
0.0252758338628931,0.0155592283066641,0.0200389122001725
0.0251023113218471,0.0101327209015248,0.00961662918716881
0.0265677763266691,0.014551215860722,0.0186677131955868
0.024437377962906,0.0226227503031949,0.0308860109765174
0.0264529668384171,0.0118978769024293,0.0118934101618543
0.0254089503120742,0.0155573043188524,0.0168371652591752
0.025814410456524,0.0129916709856665,0.0137209882884393
0.0259638271119343,0.015486436323324,0.0149942379500777
0.0264721946000822,0.0105492269934543,0.0113662791056718
0.0261017894380952,0.0136048405320886,0.0154731404952871
0.0253725194046746,0.0137405351238127,0.0178967343657513
0.027319880812719,0.0125523262418677,0.015131105156205
0.0247271757407541,0.0120817197087727,0.0162294402014409
0.0261814270901008,0.0170306266858916,0.0118944175890654
0.0262661197444049,0.0136523871445136,0.0173601173122421
0.0259314936121124,0.0096231468058286,0.00895577025907929
0.0249319795067843,0.0107210188270809,0.0145747856317151
0.0254323675663674,0.0103743084232209,0.0107340079784176
0.0251303759802835,0.0185529939908305,0.0235954094892866
0.0252649529723673,0.0117742729868399,0.0148490551625871
0.0256382920324835,0.0210780146509465,0.016950703793813
0.0259046799676843,0.0148786342164341,0.0184069000754821
