"IPWS1","TMLE2S1","TMLE3S1","IPWS2","TMLE2S2","TMLE3S2"
0.0876961534243493,0.0231975768476704,0.0108363105602733,0.0357479577105827,0.0131511484806774,0.00874896039085266
0.0613730235051541,0.0172491680971343,0.00960842229116602,0.0376034311006847,0.0121174034212849,0.00846445117197435
0.0520420384582556,0.0180309599921617,0.0109974683036679,0.0274416754130491,0.01227670427202,0.00852119082151791
0.116664310115413,0.0157811167271039,0.00973591631399253,0.0430512421701607,0.0103080786266419,0.00764035881414378
0.087009126474309,0.0240902586146785,0.0103841492552322,0.0276138179241586,0.0142177245070105,0.00820136434261999
0.0550342184190884,0.0103913512916143,0.00977623042256004,0.02860179738744,0.00839133598106108,0.0076118574405851
0.0538099920199892,0.0215331588120926,0.011840277801434,0.0343580424648179,0.0140847166005367,0.00851670024309476
0.0725697458047923,0.0117878743156258,0.0086827619430474,0.0321128606405019,0.010280726356518,0.00666693040200899
0.0382145555667818,0.0192522407879945,0.0110534284966168,0.0250782034374787,0.0125683631415045,0.008625519449417
0.0721487641078421,0.0152977999469692,0.0098301111717624,0.0354028978415955,0.0102936431483258,0.00748055323158864
0.368443891067541,0.0224600454938815,0.01013487784585,0.0542583255243378,0.0130361954802065,0.00804180393654579
0.101927014355242,0.0154096252357755,0.0104028660452271,0.151666885663345,0.00980021995074663,0.00817893664310843
0.0385695707957493,0.0151793756357868,0.00964713386353886,0.0315489902265416,0.00905840596123143,0.00711775444824926
0.0367950099257813,0.0129466746380501,0.00954806580106622,0.0272583605059212,0.0105008484747682,0.00768862259544892
0.0442032831206859,0.0161061684945252,0.0101141840213782,0.0282032477720547,0.0121182133429593,0.00782606180226683
0.0337292451567094,0.0188598469705229,0.00987207648378009,0.0393864565172391,0.0117186773702853,0.0082646647358523
0.0664738269354245,0.0144383223232084,0.00880838966505025,0.056395477225378,0.0106663870865787,0.00736630036710699
0.0822118762158327,0.012875971730518,0.0087227410637032,0.124792167108284,0.0107588846350302,0.0074789980747708
0.0477848199859471,0.0141647654006676,0.00916090076787174,0.026399480485829,0.0123832832273305,0.0073665290939845
0.0398583486017509,0.0123133890227477,0.00828917931151826,0.0246912565004459,0.00897162605887327,0.00708155952748367
0.0370084006713163,0.0117620715449855,0.00931450445484324,0.0232433305986169,0.00978402670440989,0.007198277443805
0.0722119539645856,0.0129243454417479,0.0094988676462053,0.179931284816988,0.0107152305617622,0.00784153541329473
0.0316651612995103,0.0221304483189852,0.011110842362043,0.0218735396663768,0.0152249749805939,0.00863834286018727
0.026541380365416,0.0155413685934897,0.0102981441884387,0.0231667974039355,0.0103746974247302,0.00806026208342612
0.239761201048465,0.0126962007625382,0.00968267708099403,0.0735334045478362,0.00865808403186071,0.00790358370500826
0.0348724618549945,0.010494789595412,0.00680036642132341,0.0277317235377629,0.00814526223899747,0.00574786390008043
0.0493797343702348,0.0149675260493162,0.0092553578714451,0.0364025685991961,0.0132031946454839,0.00765707867265455
0.0563605665348332,0.0182563423650063,0.00981444893869661,0.0344591604169307,0.0149335953570934,0.00808851977827976
0.0479086473823008,0.012610230209978,0.00969655408478947,0.0256336904943749,0.00988451329044633,0.00778218697872977
0.0943955902980392,0.0162953098259141,0.010043637489784,0.046052839976201,0.0115265529742986,0.00797286554954585
0.0317133565358749,0.012660039653285,0.00923799818613331,0.0249329245608437,0.00957744543538142,0.00706433911835309
0.0706352894554284,0.018620936216508,0.0100629460319584,0.0346447444414508,0.0103906182481408,0.00740271822683131
0.0666826370794737,0.0126958229680048,0.00996279214071119,0.0277534515885786,0.00953261820322999,0.00771351313487592
0.0336002658923961,0.0158907522679569,0.00956975980590219,0.0389955654406614,0.0166991952882603,0.00791527950995646
0.154535997826317,0.0120872838386487,0.00960997382546799,0.0412361346227844,0.00912261704818731,0.00719914233086215
0.33702102012976,0.0193007954120338,0.0093861503702524,0.147089996615294,0.0101437580069914,0.00768029580759088
0.0434561526229509,0.0190744441958402,0.0101994606395289,0.025334289242678,0.0120736745523011,0.00831089804800834
0.0639235976687239,0.0127348651056387,0.00946436045754813,0.0315496597056932,0.0130662321352487,0.00767840655392435
0.0974306702922605,0.0174202920333788,0.00988259858094978,0.0336229826156584,0.0115883100960803,0.0083382022130404
0.0459322811863248,0.011954873779203,0.00954254062192215,0.0251307176199297,0.0116991309425037,0.0078175428512502
0.0606950334835725,0.0152742042142192,0.00866272763678781,0.0263122499601308,0.0108289831949431,0.00757312214147663
0.0414921996577886,0.0106795718681532,0.00784518513278804,0.0315743347946467,0.0090882292920428,0.00638653623972626
0.0647578607573023,0.0131184897267782,0.00897216353728893,0.0368115716847247,0.0132317845213478,0.00741656687311002
0.0509617615336109,0.0151710566346923,0.0101324164395778,0.064322086782505,0.0152868349203336,0.00827485169001567
0.0473830777242952,0.0123141228364567,0.00878257450641083,0.0262860358588384,0.00870739388978212,0.00712752574801429
0.0646654788991612,0.0117299474888347,0.00950361661404459,0.0257954813309674,0.00981461031664506,0.00745681838263477
0.0893420400554586,0.0198860760724682,0.0120904057491761,0.0417111774752412,0.0121723234307027,0.00946248099661202
0.0323389050086313,0.0122735422522949,0.00945420594909733,0.0265190553668297,0.00973265192568171,0.00773553776102579
0.307879460889399,0.0126382856503138,0.00915352294215404,0.0388620633933489,0.0130314591868578,0.00709834619221535
0.0355392321140593,0.0114250510622093,0.00791067132887807,0.0249395195837918,0.00980726185597937,0.00699884902960921
0.0418678498111064,0.0134056857805687,0.00785948194293262,0.0210812780589067,0.0109038338958036,0.00645590767141343
0.152463374922441,0.0220052251101539,0.0106481006402071,0.0425282161620992,0.0145545416523602,0.00864888777993979
0.0469266338890759,0.011788019379905,0.00774588254235252,0.025130706334154,0.00809501705547899,0.00609290279827876
0.0935944722362262,0.0215398006873289,0.0118063359359965,0.0419054996100704,0.0166913248343749,0.00939750231292289
0.0324705397228538,0.0149299662092551,0.00966893446986277,0.0462191938828587,0.0154724689225793,0.00778609625819291
0.051246217892504,0.0159378601522261,0.00978089418881053,0.028332996151075,0.0104248101939716,0.00772360493228356
0.0389592791687704,0.0150833304195328,0.0100992700967101,0.0238247959030155,0.0104817170564244,0.00819341653219754
0.0367162529578152,0.0124951567007762,0.00817700496159244,0.0201924045368614,0.00973717106240264,0.00689766999182837
0.0414310649732332,0.0138623043580005,0.00918957766234511,0.0378838949408602,0.0139600184935349,0.0078725161208688
0.0407263543774165,0.0132715652416066,0.0108860843905786,0.0254468520256841,0.00984682218944466,0.0085898732881331
0.0277713403282333,0.0141938525244456,0.00948967462683893,0.0250622710801841,0.0093222622448529,0.00752549454491166
0.0277421922303344,0.0180663289564097,0.009727918995374,0.0229047937256721,0.0113699389690968,0.00829309212375866
0.0823643653687528,0.0164546183702609,0.00990677876262923,0.0383498311481398,0.0108976385977958,0.00798516556918625
0.0388173574066345,0.0139869327906301,0.00968435408849754,0.04003664636847,0.0138895294845478,0.00780213100718655
0.0407625661836656,0.019057378149321,0.010794961851375,0.044524571037957,0.0136876989386835,0.00917032872662096
0.29589574469944,0.0188868698319191,0.00944912663430262,0.0552874955923402,0.0120446357486388,0.00760146418844241
0.0488422607535783,0.0136671314017493,0.0101053978752584,0.0279516578903701,0.0117568107423082,0.00819504422723251
0.036512942342978,0.011253750612028,0.00751440108020301,0.0234540519954349,0.00857850455280612,0.0063667985901644
0.0642405815589175,0.0188479508306146,0.00939996923645102,0.129896513668814,0.0239375850403582,0.00776621282878756
0.0590078322259141,0.0152222343276379,0.0106387481399502,0.0292017010687761,0.0143507106078627,0.00841103655325666
0.0790375796595826,0.019479696620678,0.0100097762321388,0.0289256853282683,0.00984789335112283,0.00745254939330525
