"Naive","trueTMLE3","TMLE3T1"
0.0109655244152453,0.0242201061469559,0.027830657751801
0.0110390714739357,0.0266274304431073,0.0347522676988489
0.0114303743305994,0.0307022965465709,0.0404647665211979
0.0109077256647477,0.0564472823402737,0.0752479975551558
0.0109340596814436,0.0249254350162138,0.0406391748429738
0.0110774650321633,0.0278810497068276,0.0551077092890387
0.0109438558831763,0.142811738548181,0.281806904784569
0.0111926145447634,0.0208631927549351,0.0307219312216244
0.0113073475005043,0.0303108334546781,0.0461526673409423
0.0109436986851258,0.0609824527623866,0.108154141863865
0.0108479208180464,0.0864583189154968,0.107583190280256
0.0108380506872293,0.0396091030381099,0.0903906825356345
0.0104295380326784,0.056043100983918,0.0972847219524113
0.010642437169452,0.0299821548208698,0.0383954183854176
0.0109270416492457,0.0244459245493598,0.0276372831520108
0.0116153908492218,0.0300875905419119,0.0428135537685181
0.0110404837576534,0.0189233574257776,0.0230650607970394
0.010844653392415,0.0707535647166798,0.123680387565502
0.0109721576213703,0.0298521689013435,0.0377520453111317
0.0110540614819165,0.0199126223459186,0.0235175761978645
0.0107644363758073,0.0192117461271735,0.0294469217325687
0.0111695902506244,0.0192950032070269,0.0218734789886936
0.0109691656019472,0.0231174138632373,0.0306657190777047
0.0108855522382434,0.0945342643363496,0.163704446511838
0.0107554273184021,0.10868660583845,0.150195523678412
0.0118228664164122,0.0839000127534953,0.131540375293692
0.0110211493608281,0.0232005282215165,0.0393564469452055
0.0105410003565243,0.0408009695208236,0.0441407707515033
0.0108772623703423,0.0205913590182087,0.0240709463617729
0.0114143193562792,0.0306332003102457,0.0377844017691722
0.0104771266357843,0.0285823966213652,0.0602871197756468
0.0105647429209308,0.0544219549851234,0.0921321248545093
0.010936700501671,0.0227081323935333,0.0313708602301189
0.0111507774246655,0.0277939124523169,0.0489589048735446
0.0106685601826376,0.0995033874412798,0.102708770476699
0.0113743869307679,0.0392974826528907,0.0352803286400074
0.010866661868131,0.0409179941055136,0.0696491510385934
0.0110508315567462,0.0349998978208427,0.0494910318884851
0.0109053453011496,0.0237244478073648,0.032140964528334
0.0103146103499288,0.0200021291947753,0.0252643898090498
0.0108220289179656,0.0366558805433249,0.0895206848015014
0.0113305449708162,0.017291802539442,0.0196430387743031
0.0111856453670171,0.0141421005250088,0.0182202714630708
0.0110371933203349,0.0247529702225565,0.0545607296108204
0.0114587502332494,0.035549387198759,0.0585813731774511
0.0111148174948426,0.0297223433753242,0.0666912477310294
0.0110368163922596,0.0210574738255085,0.0245200411731971
0.0111726096037197,0.0274313042975767,0.0464248859051569
0.0112030068100058,0.0316297488516971,0.0401063747891954
0.0112805974155405,0.0194162219224933,0.0323351152989622
0.0108142530908668,0.0245956082775949,0.0368305474333771
0.0110139269411597,0.0369395917428451,0.0606428371648111
0.0108868355328321,0.0252966381981813,0.0422176611614284
0.0109478272612123,0.0351255327604887,0.0319059225042982
0.0108269098772888,0.0285238392762562,0.0407960597021891
