"TMLE3O1","TMLE3O2","TMLE3O3"
2.83058457351661,3.15214819996977,2.79572782831199
3.01489756330171,2.95199433416327,2.92020912576355
3.03658120626686,3.19583738603959,3.02044755213878
3.33350143123133,3.34440596292465,3.20789156098216
3.13171634098267,2.96220167958959,3.20639838275521
3.06292904325518,2.97564395087385,3.03734683315781
2.99537001067166,2.94824288139961,3.0226614337901
2.96714284055665,3.01838192719265,3.02282308945989
2.95085080131043,2.94057964792749,3.02070012673499
2.88171694008117,3.110711786021,2.90726581017744
3.36374097290877,3.34098689883808,3.15838134494526
2.9217908006709,3.05112639774824,3.06062469311115
2.86383149677449,3.02168704910805,2.92922591316884
2.96004204092507,2.70639719452571,2.9825115603612
2.83350304241695,2.78496023062944,2.78269320072493
2.85985520151482,2.86885553042561,2.83855678759557
2.82999507713107,2.76452446592721,2.81080764864737
2.95225136943336,2.98065899288028,3.10637765553828
3.28129085584085,2.89590037024186,3.215431251929
3.08287383569496,3.14526735613482,2.92103768171202
2.95169187000721,2.84843069683029,2.93079010826945
3.09525169190494,3.04739613908432,3.39167811425211
3.25768904167676,3.12074569032512,3.24215917724254
2.77736521347145,2.7455281971361,2.82988206578711
2.98612032800642,2.98387812722392,2.9095808779199
3.2656042461545,3.19820052550843,3.23625575741244
2.79392639174912,2.66176280378909,2.87140572274834
2.99199034593647,3.06712334235411,2.91827478798715
3.06662961364259,3.13048089340099,3.03428834286564
2.82762280845354,2.89060164724297,2.88493452638289
2.96820234251481,3.05931047008003,2.89321860058372
2.96776711682843,3.18717337082247,2.97898840770543
2.78085780292371,2.97178228460471,2.81481526225529
2.9480120688332,2.91904706691721,3.10599495834196
3.09492378763922,3.080088387,3.0222157651462
3.23733564315407,3.13714539969734,3.33004144008636
3.02335632355491,2.75488823438274,2.9765950971867
2.79922431251306,2.67764435943556,2.8034822465066
3.11419416067313,3.19570497693792,3.07915059509828
2.95816529598741,2.58111365546122,3.03148047896207
2.95554059804991,2.60997310531507,2.95816134937172
3.04605085104648,3.25984963540895,2.98362950117381
2.73066506015356,2.82563386302876,2.73569501471983
2.9357461979777,2.76529054535159,3.07384635132475
2.8603424594764,2.71997755350887,2.80994322483843
3.17119285320682,3.2554435391074,3.00598703698477
3.45903330626405,3.54096373293291,3.32613210764311
2.83793597550258,2.77419491797228,2.84761019727955
3.38029152735808,2.80681659067882,3.2513929790426
2.76451334762952,2.98774644168121,2.89260567592242
3.15880663233306,3.49994731010489,3.11345386760138
2.9536775117008,2.83779912277794,3.05134127206024
2.61465357361457,2.83086625095203,2.70271214599251
3.11581948492535,2.96822150692436,3.05089352681518
2.76995969620335,2.80093855612634,2.82316433872778
2.73747041006517,2.7508406813693,2.93728472387155
2.90028534854679,3.20780223354578,2.81884951381874
3.03301587369058,3.24177042414548,3.02789848765205
2.79649691000651,2.61284210836342,2.74740078670728
3.2786071293912,3.25781849435059,3.13780609166554
2.89339045673041,2.56788079041255,2.89544433494025
3.02902025993792,2.87389986817091,3.04370809186106
2.86496314619322,2.78432204781996,2.8801814807383
2.71632089192365,2.75098016384604,2.88756998439786
2.94453227673781,2.9033850287875,2.97932694895503
2.91172390944779,3.1254984113167,2.91940689452987
2.79044996730669,2.89645122431677,2.72982588993527
3.02334528419365,3.30016155144116,2.99822144424618
2.62853065779419,2.74630703156305,2.7957348625873
2.93400834430131,2.79249000886727,2.88899572658412
3.05542067912422,3.25761343320479,2.9863677421172
3.29972261029864,3.45817218651022,3.07089746076906
2.63798441439047,2.46283815844152,2.70568882760555
3.29574468245909,3.11788117503113,2.99858883137494
2.62774773790267,2.70191979144875,2.70659493873111
3.04375391531403,2.96283488820871,3.08688970605881
2.86609309820346,2.72290794432451,2.82579187732107
2.93874669982531,3.05310070014241,2.88560747903905
3.28903598141568,3.54360180017101,3.22574594889516
3.12955657512691,3.24930974336694,3.13478932608223
2.84032928049555,3.0972009976623,2.87578640169174
2.88628547985689,3.03703119433987,2.82873858901912
2.80223809758305,2.97493454164135,2.77050798734926
3.02128971409764,2.79763552820939,3.01508856549476
2.72945943995212,2.62118291233406,2.81081873676547
2.83989650456389,2.85536319009171,2.80466662923781
3.3615395966109,3.0319444041518,3.31419585690141
2.73308309998788,2.59475898834519,2.92885435134901
3.01731063479869,3.32686591060965,2.96646892623543
3.20526951279074,3.22310757693188,3.17867430949543
2.94357313877911,2.81495211022904,2.90269405522948
2.93245471751656,2.73453961602393,2.8477966787314
3.01520471598998,3.16062135157514,3.07211060879959
3.07333654936345,3.25277708214341,3.00473913326136
3.07317206363329,2.83917116557171,3.29099576708361
3.04508907023062,2.9068773712022,2.93821102576032
3.0517456451051,3.06603243797195,3.08051756296003
2.89720873988689,2.82888580300848,2.83355842791475
3.02819367481282,3.11042465031734,3.00362674545459
2.98083353150645,2.90252611605191,3.03185071799228
2.96778376727073,2.88162345452773,3.04169628365535
3.27715155213234,3.05832923140472,3.12870526514892
3.29486753987459,3.35249029238139,3.1055574954871
2.79161691904592,2.86689369495209,2.77761068962727
2.58534331423198,2.36270281734727,2.81002008563534
3.39663269732296,3.71665670942591,3.28887199313116
3.01201723202619,2.94638129561883,3.14098027652685
2.83493869740325,2.71416386469826,2.89395245688143
2.95070121861932,3.15178427907563,2.9960559412301
3.04244756586151,2.89955624814396,3.06198231535397
2.93488984118098,3.04276850494254,3.07754124729818
2.81794021541894,2.54799979532311,2.97852573097715
2.96470408438035,2.99746002522569,2.9990229155487
3.04985043044909,3.24623971145888,2.94969980104439
2.74353157095786,3.26190758871299,2.90819278721561
3.11157066701178,3.272784598641,3.13308425278112
2.91262411214251,2.87488279644729,3.17247396276139
3.25191817119369,3.56527676754671,3.24044873585871
2.92820701253137,2.76259593870435,3.10241802022177
3.11870873661406,3.03718360317105,3.05082810310839
3.25743595517787,2.90272778069966,3.18147705692529
3.04897836087071,3.08279179579431,3.07573020874072
2.79085658130418,2.81708759721697,2.8802009673416
2.87990579499196,2.84897754348827,2.83395564557394
3.05581469717444,2.9468765227645,2.97047300986802
2.79578568073009,2.88514318372396,2.86382414794126
2.75397890186426,2.78768422798771,2.76660347064388
2.99287002317639,2.7842673832921,2.93942263100919
3.13303980417028,3.14958075442912,3.18964415675642
2.90642662788035,2.79805869080656,2.9804362191544
2.76316358492212,2.9974518925296,2.88760433113705
3.19887147654698,3.06208158042594,3.26551220157983
2.98390501226975,3.14212321695197,2.89826053758451
2.90743850034842,2.71865096568897,3.06116435402579
3.34092332972586,3.65601570183817,3.28569836684133
3.11241239893332,3.63843430013953,3.09211854342732
2.64472016019086,2.5982427155019,2.68528852102997
3.17658750536077,3.14740309609289,3.14829104859623
3.35690339614831,3.33412936203422,3.19188251634133
2.85680341795194,2.9163535628511,2.81942144651344
3.09958448003745,2.78118115848555,3.22960591678111
3.03756716125058,2.75223014554824,3.04149636149073
2.99512390768608,2.79742520900809,2.9591874175999
2.91482436377624,2.69788192920901,2.9422848168115
3.22324264168304,3.30377721227298,3.45136197821236
3.03288788714905,2.82502369342647,3.14643349166903
3.13020823892024,2.85752250881449,3.1362664784673
2.94588619543551,2.57815140886298,2.92866504037853
3.38347905844952,3.5329397882608,3.2286900602272
3.11863588531199,3.0254397829339,3.06288439921163
2.98123499212595,2.73774348291983,3.19473091684543
2.98595466943954,2.86601159684748,3.1211392336505
2.87663531287398,2.64637468351075,2.88326959789559
3.13151463325853,3.44779959545498,3.06645373989679
3.08192002062992,2.90422610779347,3.15713899798203
2.89918623347022,3.07260284124637,2.89795271201724
3.04597332438477,2.98080409517744,2.89161184541469
3.13977820358588,3.27162219165666,3.04120483361251
2.61433275555389,2.43858254929895,2.77985212410732
3.29063490415282,3.33839786080535,3.21905279952436
2.907495199244,2.92440001564571,3.07043119052827
2.84906101214766,2.93523597611866,2.88299334448763
3.24316037057501,3.2898574174302,3.2509922763155
2.82418296965741,2.67922403221354,2.81477880972186
3.02360380183078,2.86728000337206,2.93539927977557
2.73643446346667,2.9383372423078,2.71632896913963
2.9805002589924,3.19166212992466,3.0520925312368
2.89132087031476,2.94189947596273,2.89779926495001
2.95385596740381,2.78733494426979,2.9961249875447
3.10128668897956,2.8066703924674,3.07771259565927
2.79179222351103,2.75912956397444,2.85380836729895
3.1268528274059,2.99417380095689,2.97044066183801
2.76667486937258,2.59439018638594,2.70517324622962
3.48605378278093,3.25718167665392,3.28936596901809
3.07182618145548,3.08665574631898,2.9482044684446
2.87062951303843,3.03802632493336,2.93525720829428
3.11477927635055,2.90434102822974,3.09044140225954
2.85410838865353,2.86427574898467,2.88016996341105
3.04530393919678,2.7605243392194,3.0240610646579
3.24795381963401,3.30463881555087,3.19089245493506
3.02727055990362,3.14078286877459,2.94168339100108
3.01467557972402,3.51034968821106,2.97833115866565
2.87736740512433,3.00384873736443,2.88275992921066
3.11173957981562,3.20050779349009,3.18385793625923
3.04822844681059,2.85947107140772,3.03635739057918
3.09014543830536,3.22138249496641,3.16254107077819
2.84044277364116,2.98692571075877,2.92274558948163
3.02101472107173,2.76849446632051,3.1122335087397
3.13366734024948,2.99937599976725,3.1900475708244
3.27790650524282,3.41389067174675,3.1134462339523
3.06789851594356,2.940191183943,3.09303832885485
2.75873393204953,2.67624674213966,2.77319023926673
2.75983745091321,3.03094492983389,2.74240780075527
2.94511174530093,2.72982763038828,2.9510259930308
2.9271042694834,2.76768009315116,2.93768365093875
3.16148790647221,3.47883567058346,3.0731890262275
3.07003377820368,3.10552733240927,3.04473145651525
3.06308262499168,2.74526312844806,3.05339263535112
3.13913484348079,3.16926166540551,3.15163067843947
3.01151845432366,3.07996350087744,3.0403096043237
3.22049329446064,3.03230706807069,3.16182965250116
3.05537279426002,2.8198515112573,3.077703793931
2.77570150742448,2.897184744257,2.82530023914827
2.88968864220455,2.54135438763857,2.97307807803616
2.94478128793477,2.78026073799907,3.02838941802894
3.11214281489611,2.9044455960088,3.04980535249354
3.45771178557792,3.4836766745136,3.39804251336302
2.99445985490458,2.81061004491564,3.15865229383495
3.17159308234685,3.1089837587281,3.14182329188907
2.88478018573899,3.04236837117616,2.86683501303721
2.92753662256805,3.01172668200917,2.98006874710769
3.07759538248041,2.9761150293881,3.0157294437723
3.04492157910793,2.88150425081086,3.0389574675353
3.15909660989265,3.22133699818071,3.16194761512678
2.98766907210193,3.09061581773239,3.16630883314309
2.88535042257445,2.85448196585212,2.89595346472253
3.15480384187922,2.90076511662905,3.15459409635181
3.01684573867968,3.21166408607789,2.96106841887155
2.8355229945763,2.97520731141468,2.80058180464398
2.73981552010122,2.96743070987197,2.74613621053511
2.86102667270454,3.20219221312713,2.82874780157077
2.64280363153603,2.98079307574747,2.71055724733508
2.70284456145007,2.30092152880896,2.8243849107879
2.80292184243292,2.78750366899878,2.91887883531677
2.97342621165052,3.1865692582419,2.95946700312854
2.9964332840856,2.93296303153961,3.0365893010173
3.39137110222,3.38317805542492,3.31075514032232
3.19439989995232,3.36586927100539,3.14055727274537
