"TMLE3T2","TMLE3S1","TMLE3S2"
0.0103692251647663,0.0209656882318105,0.0130401765183414
0.00866324509583021,0.0206008854804749,0.0120179614208695
0.00941959450627633,0.0188211046313896,0.0112588793691314
0.00807145117062858,0.0111007859902245,0.00858577981421169
0.0095743436973912,0.0248853375545386,0.0104453022278016
0.00784459539228916,0.0105846055646525,0.00931982455571822
0.00959685903438447,0.0143970310110634,0.0107949273368956
0.00757381762455509,0.00872871240682927,0.00797665002064604
0.0095539537709802,0.0215836691968635,0.0113919665940457
0.0078933486442623,0.00986936525963131,0.00807427514516899
0.00966678825495425,0.0136200397501876,0.0105134934182704
0.00843870166350558,0.00991493375058769,0.00792751961661712
0.00830514191297563,0.0113086686886137,0.00748889788065824
0.00868239882115481,0.0182442306495946,0.0108614857902993
0.00876815206049604,0.0189734788583126,0.0101492178529681
0.00930807524039655,0.0192845321923627,0.011814069180389
0.00852202717351292,0.0143330209258294,0.0095281522663307
0.00798169576775444,0.0095719955568752,0.00833854925577061
0.00822664743926622,0.0153756385105486,0.00993926796060657
0.00794765818987626,0.0122804778065999,0.00930338877790365
0.0077899932038687,0.0132433630897403,0.00929970602759857
0.00855850322721546,0.0143844680502223,0.00935244573441795
0.0099216080792802,0.02503165921209,0.0121482265151597
0.00841814452797234,0.0132084260936108,0.00889381960376206
0.00893735485458331,0.00955247594766816,0.00734448914611977
0.0061224326004228,0.00793365671084929,0.0067138368816607
0.00889070223391141,0.0222134774925957,0.0123883625072067
0.00901477889331065,0.0143123162775587,0.0110725564287748
0.00809543710397131,0.0126039238618376,0.00953526822836804
0.00851258067186264,0.0130282718033257,0.0093561421079328
0.00797647962619283,0.0135865382436369,0.00926452795888005
0.00893508365239486,0.0136340906242238,0.00999253324099493
0.00861043974874842,0.0130928149571882,0.00961090524271112
0.0086689317424664,0.0153468299525837,0.0103602546911808
0.00732519312915737,0.00944740886912151,0.00746956072633568
0.0104576366772422,0.0151813162619961,0.0102200279376041
0.0094527905125259,0.0222070932133642,0.0124095644695384
0.00784064474345828,0.0111069973715105,0.00920107001665751
0.00941219865540586,0.0166894006880577,0.0113264601633542
0.00836380368189927,0.0142452290604176,0.0101115903436969
0.00844678729441008,0.017104792716418,0.00987498118845159
0.00752976905062077,0.00980302736758095,0.00741820922773033
0.0079533394180768,0.0170249229601035,0.0112704106831366
0.00915783962729214,0.0164273798878733,0.0100737576973445
0.00750071255148126,0.014528811629702,0.0092203822485257
0.00840745164273091,0.0117385567105808,0.00991557098307834
0.0101221368658208,0.0256917911125796,0.0161116654805017
0.00843813264984436,0.011315273340493,0.00875054255635335
0.0076259097913123,0.0104979385962013,0.00804371708306718
0.00730004214312794,0.0113346574611647,0.00834172727974897
0.00731404283051243,0.0101954050064287,0.00869351675847541
0.00907493046814319,0.015791131065741,0.00975095916402696
0.00711640955367238,0.0120433648018637,0.00751023669196795
0.00930148952194922,0.0201045509585223,0.0121816980536963
0.00811270836442913,0.0175334198357444,0.0106045108064693
0.00827931177224074,0.0152614569487042,0.00936790674006556
0.00800695046917974,0.0175311708302548,0.0107297248252304
0.00761241640603146,0.0119400608031742,0.0089090717704612
0.00914072748014519,0.0153504060444451,0.0112543211519923
0.00915244184474769,0.0107373658890048,0.00942127363485741
0.00792911823295082,0.0167531736114339,0.00832602218777454
0.00900919377225383,0.0186884464025793,0.0117907118444114
0.00850008344886375,0.0137622156970752,0.00958841340865647
0.00840427069786319,0.0146221231893947,0.00977167819848787
0.0102771592366208,0.0189957744769715,0.0114423914226277
0.0094579215169258,0.0222553732098046,0.012618795505929
0.00857639371160102,0.0152007446603976,0.0127747294483945
0.00747668874547007,0.0109955376332288,0.00827769441814234
0.0081630517840891,0.0132676284839747,0.00847057098190674
0.00903396424528844,0.0161718826420811,0.0121874693860047
0.00852661596963432,0.0181502871637474,0.0110763602499652
0.00797644571081862,0.00867013275365956,0.00805865373984074
0.00845250286572946,0.0155863974883681,0.0098245655738346
0.00896353424602073,0.0148009500365899,0.0103635517420073
0.00914280852869329,0.0225636538436992,0.0109895608229796
0.00743694873356891,0.0118586535172958,0.00902218477752122
0.00789122997007786,0.0152129303253767,0.0114327868753083
0.00919677855339253,0.0134896656749155,0.0108194925342923
0.00979670433141039,0.0166227978325138,0.012797947243005
0.00904366919155554,0.0134185985393631,0.00927861998700564
0.00915806434084649,0.0167308530702986,0.0102384902931262
0.00882964561767625,0.0121680607622959,0.00844636469548693
0.00858391465358199,0.0160450818159672,0.0107051060193344
0.00833034314653706,0.0135914087895413,0.00947274070094237
0.00820926487640722,0.0148315915360616,0.0097207555342421
0.00855457357503256,0.0155967237580712,0.0122455309855075
0.00961270291902308,0.0147124696471801,0.0104574716063944
0.0077778230192253,0.0176846505799289,0.00798219607268992
0.00760127033458718,0.010612656230296,0.00943933276338253
0.0103874645514248,0.0200886187985045,0.011342540634215
0.00888183641969743,0.0163256457575381,0.0122801206219732
0.00705774183274203,0.0127365178768139,0.00901226050804539
0.00905911273119234,0.0162905661830267,0.00986301892105935
0.00939514846798824,0.0179578880420266,0.0116525722678727
0.00728675806317871,0.00984306772369938,0.00822800406080161
0.00747140785856641,0.0123488874677544,0.00818939970080722
0.0085379985292212,0.0166707539922665,0.00977203671101008
0.00809652250422063,0.0132310618107763,0.008507993411436
0.00924279204647251,0.0252244834480766,0.0112985663145371
0.0078982075234529,0.0180587324524062,0.00896283200980208
0.00801265910003315,0.0140705061048053,0.00913020628733869
0.00716806439556989,0.00847084187683261,0.00723046553188896
0.00789722808185308,0.0127505936581526,0.0126019409073503
0.00882746224943511,0.0137889183296263,0.00869538873369581
0.0105872256810797,0.0297971506669599,0.0152182394824948
0.0095360276208445,0.0174768720873574,0.01067062032008
0.00866727285159059,0.0183712545337019,0.0111057356502241
0.00836181855189337,0.0133304416355338,0.008673119621986
0.00742506135796969,0.0145924858158285,0.0094967322858581
0.00805307118687959,0.0168742836390992,0.00965333734771731
0.00715403414047901,0.00897240345219608,0.00762057980585982
